horizon,type,entreprise,identifiant,magazine,date,page,note,cours,objectif,stop,risque,horizon_verbatim,raison,citation,controle,ticker,date_entree
non precise,sélection,Antecedo Independent Invest,DE000A0RAD42,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs et Fonds ausgesucht.",,,,,,Fonds à rendement absolu pour diversifier le portefeuille avec une approche alternative moins corrélée aux actions et obligations.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,confirmée (depuis 01/2022),Apple,865985,Börse Online 27/2026,2026-06-26,63,K AUFEN empf. in 01/2022,"258,55 €","300,00 €","219,50 €",Hoch,,Apple peut augmenter les prix sans perdre de clients grâce à sa puissance de fixation des prix et son modèle économique robuste.,"Dass Apple solche Aufschläge durchsetzen kann, ohne Kunden zu verlieren, belegt die Preissetzungsmacht der Marke",ok,AAPL,2026-06-26
non precise,nouvelle,Arcturus Therapeutics,A2PMAS,Börse Online 39/2026,2026-09-18,23,K AUFEN Neuempfehlung,"15,05 $","23,00 $","12,50 $",Hoch,,"La société a validé sa plateforme et développé le premier vaccin approuvé basé sur cette technologie. Malgré une capitalisation boursière faible, l'action pourrait être un outperformer avec un effet de levier important.",Arcturus entwickelte mit dem Produkt Kostaive den weltweit ersten zugelassenen Impfstoff auf Basis dieser selbstamplifizierenden Technologie.,ok,ARCT,2026-09-18
non precise,nouvelle,Asmodee Group AB,A411F9,Börse Online 39/2026,2026-09-18,44,K AUFEN Z Neuempfehlung,"14,74 €","18,20 €","12,00 €",Hoch,,L'éditeur de jeux français Asmodee affiche des résultats records après son introduction en bourse. Les cartes à collectionner font exploser les revenus et une nouvelle dividende est promise.,Asmodee mischt ganz vorne mit.,ok,ASMDEE-B.ST,2026-09-18
non precise,sélection,Assenagon I Multi Asset Conservative,A140LW,Euro 10/2026,2026-10,73,EURO-EMPFEHLUNG,,,,,,Fonds performant avec une croissance de plus du triple sur dix ans par rapport à son benchmark. Il offre un profil défensif tout en permettant des investissements jusqu'à 40% en actions.,über zehn Jahre hat der Fonds mehr als dreimal so viel Performance erzielt wie der Fonds,ok,,2026-09-09
non precise,mise à jour,Auto1 Group,LA,Börse Online 27/2026,2026-06-26,60,K AUFEN,"23,80 €","29,90 €","20,25 €",Hoch,,Le secteur grand public devrait tripler les ventes et générer un résultat trois fois supérieur à celui visé pour 2026.,Kursziel und Stoppkurs werden angehoben.,ok,AG1.DE,2026-06-26
non precise,confirmée (depuis 48/25),Autolus Therapeutics,A2JNZJ,Börse Online 39/2026,2026-09-18,29,K AUFEN empf. in 48/25,"1,65 €","2,70 €","1,20 €",Sehr hoch,,Le produit Aucatzyl a une sécurité favorable et un profil de traitement plus rapide qui pourrait être économiquement pertinent.,Die Daten aus der zulassungsrelevanten Studie weisen auf ein vergleichsweise günstiges Sicherheitsprofil hin.,ok,AUTL,2026-09-18
non precise,confirmée (depuis 18/2022),AXA,,Börse Online 39/2026,2026-09-18,62,K AUFEN empf. in 18/2022,"43,18 €","54,00 €","36,90 €",Mittel,,AXA vise une croissance organique et des marges accrues grâce à l'IA jusqu'en 2029.,Der neue Strategieplan „Growing Forward 2029“ soll den französischen Versicherungsriesen zurück auf einen organischen Wachstumskurs führen.,à vérifier: identifiant,CS.PA,2026-09-18
non precise,confirmée (depuis 20/2026),Bachem,A3DLKE,Börse Online 39/2026,2026-09-18,19,K AUFEN empf. in 20/2026,"80,80 €","115,00 €","69,50 €",Hoch,,La position de marché en tant que partenaire privilégié dans l'industrie pharmaceutique mondiale pour le mégatrend GLP-1 garantit une forte utilisation et une croissance supérieure à la moyenne.,Die Marktstellung als bevorzugter Partner der globalen Pharmaindustrie beim Megatrend GLP-1 darf als Garant für eine auf Jahre hinaus hohe Auslastung und überdurchschnittliches Wachstum bei Baschem gewertet werden.,ok,BANB.SW,2026-09-18
non precise,confirmée,BASF,,Börse Online 33/2026,2026-08-07,37,K AUFEN,"51,20 €","70,00 €","46,00 €",Mittel,,Le groupe a réduit ses coûts et augmenté son taux d'utilisation des installations. Le programme de restructuration APEX porte ses fruits.,"Wir haben unsere Kosten gesenkt, die Investitionsausgaben reduziert und die Auslastung unserer Anlagen erhöht",à vérifier: identifiant,BAS.DE,2026-08-07
non precise,confirmée,BASF,BASF11,Börse Online 39/2026,2026-09-18,40,K AUFEN,"51,44 €","70,00 €","46,00 €",,,Le magazine recommande d'acheter en raison des rachats d'actions massifs financés par la vente de son activité Coating et du retour à un free cashflow positif attendu.,"Die Fähigkeit, Rückkäufe unabhängig vom Konjunkturzyklus durchziehen zu können, ist oft auch ein Qualitätsmerkmal.",ok,BAS.DE,2026-09-18
non precise,sélection,BASF,BAS F11,Euro 10/2026,2026-10,60,€URO-EMPFEHLUNG,"53,00 €",,,,,Leader mondial de la chimie avec un modèle intégré efficace. La valorisation est basse et le dividende attractif.,"Die Bewertung ist niedrig, die Dividendenrendite kann sich sehen lassen.",ok,BAS.DE,2026-09-09
non precise,mise à jour,Basilea Pharmaceutica,A0B9GA,Börse Online 39/2026,2026-09-18,58,K AUFEN,"69,80 €","90,00 €","59,00 €",Mittel,,De bons résultats pour le premier semestre et une augmentation des prévisions ont relancé la confiance. Les deux médicaments sont désormais sur le marché avec de bonnes perspectives.,"Mit Cresemba zur Behandlung lebensbedrohlicher Pilzinfektionen und Zevtera, einem Antibiotikum gegen resistente bakterielle Infektionen haben die Schweizer derzeit zwei Medikamente auf dem Markt.",ok,BSLN.SW,2026-09-18
non precise,nouvelle,Bauer,A40ETC,Börse Online 27/2026,2026-06-26,36,K AUFEN Neuempfehlung,"5,80 €","7,50 €","5,00 €",Mittel,,Le marché sous-évalue le programme de restructuration et la rentabilité améliorée. L'entreprise est une valeur avec un potentiel de rattrapage élevé.,"Mittelfristig spricht also einiges dafür, dass die Aktie den Bewertungsabschlag gegenüber Peers wie der britischen Keller Group reduzieren könnte.",ok,,2026-06-26
non precise,nouvelle,Bayer,GD50,Börse Online 27/2026,2026-06-26,64,K AUFEN / Neuempfehlung,"37,81 €","48,00 €","32,50 €",Mittel,,Le tribunal a annulé le transfert du procès vers la Californie. L'entreprise confirme son engagement dans l'accord de classe pour les glyphosate.,"Ende Mai geriet der Fahrplan ins Wanken, nachdem Anwälte die Verlegung nach San Francisco beantragt hatten.",ok,BAYN.DE,2026-06-26
non precise,confirmée (depuis 27/2026),Bayer,BAY001,Börse Online 33/2026,2026-08-07,45,K AUFEN empf in 27/2026,"49,32 €","55,00 €","43,90 €",Mittel,,"Bayer investit dans l'innovation et les produits à haut rendement. La valorisation est modérée avec un PER de 15,8.",Nach eigenen Angaben hat der Konzern zudem zehn neue Blockbuster-Wirkstoffe und gentechische Innovationen in der Pipeline.,ok,BAYN.DE,2026-08-07
non precise,confirmée (depuis 20/2025),BB Biotech,A0NFN3,Börse Online 27/2026,2026-06-26,48,K AUFEN empf. in 20/2025,"48,75 €","67,00 €","41,50 €",Mittel,,La société montre des signes de reprise avec une activité M&A forte et un pipeline produit prometteur.,Die Portfolioanpassungen und die starke M & A-Aktivität im Sektor zeigen Wirkung,ok,BION.SW,2026-06-26
non precise,nouvelle,Beam Therapeutics,A2PY7P,Börse Online 39/2026,2026-09-18,26,K AUFEN Neuempfehlung,"23,60 €","52,00 €","18,90 €",Hoch,,Beam Therapeutics zählt zu den Vorreitern der Base-Editing-Technologie. Analysten agierten mehrheitlich positiv.,Das Biotechnologieunternehmen zählt zu den Vorreitern der Base-Editing-Technolog ie.,ok,BEAM,2026-09-18
non precise,confirmée,Befesa,A2H5Z1,Börse Online 33/2026,2026-08-07,29,K AUFEN,"35,75 €","42,60 €","31,10 €",Hoch,,Befesa domine le marché du recyclage de la poussière d'acier et des scories en Europe. La croissance est soutenue par l'expansion aux USA.,Der Konzern mit steueroptimiertem Firmensitz ist die globale Nummer 1 im streng regulierten Markt mit hohen Eintrittsbarrieren.,ok,BFSA.DE,2026-08-07
non precise,nouvelle,BioNTech,A2PSR2,Börse Online 39/2026,2026-09-18,22,K AUFEN Neuempfehlung,"85,75 €","100,00 €","70,90 €",Hoch,,L'entreprise incarne la meilleure opportunité pour profiter de la transformation du secteur. Elle offre une option attractive pour capitaliser sur cette évolution.,"Das Mainzer Biotechunternehmen verkörpert die attraktivste Möglichkeit, um von der Transformation des Sektors zu profitieren.",ok,BNTX,2026-09-18
non precise,sélection,Bloom Energy,A2J QTG,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"182,80 €",,,,,Investissement dans la chaîne de valeur complète de l'hydrogène vert.,Das Depot investiert in die komplette Wertschöpfungskette von grünem Wasserstoff,ok,BE,2026-09-09
non precise,confirmée (depuis 01/2025),Boeing,850471,Börse Online 27/2026,2026-06-26,63,K AUFEN empf. in 01/2025,"191,36 €","220,00 €","162,70 €",Hoch,,Les bonnes nouvelles concernant Boeing et l'approbation imminente de nouveaux modèles améliorent les perspectives de trésorerie.,"Jede Freigabe bedeutet mehr auslieferbare Jets, schnelleren Abbau des prall gefüllten Auftragsbuchs und damit dringend benötigten Cashflow.",ok,BA,2026-06-26
non precise,sélection,Booking Holdings,US 098 57L108 9,Capital 07/2026,2026-07,94,Günstige Qualitätsaktien,,,,,,Bestpreis-Praxis und KI-Investition; Analysten sehen Kaufchance trotz aktueller Kurskorrektur.,"Investoren appellieren an die Führungsspitze, verstärkt in KI zu investieren.",ok,BKNG,2026-06-13
non precise,confirmée,Boston Properties,BXP,Börse Online 27/2026,2026-06-26,51,K AUFEN,"54,92 €","71,00 €","46,80 €",Mittel,,Le secteur bénéficie d'une stabilisation du marché immobilier et d'un regain de croissance dans le bureau en 2026.,"Neuempfehlung nicht nur von der Beruhigung an den Anleihemärkten, sondern auch von ersten Anzeichen einer Stabilisierung am Immobilienmarkt.",ok,BXP,2026-06-26
non precise,sélection,Boston Scientific,,Capital 07/2026,2026-07,92,Günstige Qualitätsaktien,,,,,,"Boston Scientific offre un KGV attractif de 20. Le cours a chuté à cause d'un procès, mais le potentiel de croissance reste intact.",Mit einem Kurs-Gewinn-Verhältnis um 20 ist die Aktie fast schon ein Schnäppchen.,à vérifier: identifiant,BSX,2026-06-13
non precise,mise à jour,BRAIN BIOTECH,520394,Börse Online 39/2026,2026-09-18,60,K AUFEN,"2,71 €","5,00 €","2,30 €",Hoch,,Les données d'études positives augmentent les chances de paiements futurs et stabilisent la situation après une baisse des ventes.,Die positiven Studiendaten erhöhen zudem die Wahrscheinlichkeit für künftige Zahlungen deutlich,ok,BNN.DE,2026-09-18
non precise,mise à jour,Bristol-Myers Squibb,850501,Börse Online 33/2026,2026-08-07,56,K AUFEN,"57,03 €","65,00 €","49,00 €",Hoch,,Rumeurs de fusion avec AstraZeneca pourraient adoucir la chute des brevets. Les investisseurs ont réagi favorablement à ces nouvelles.,Entsprechend wohlwollend reagierten die Anleger und trieben das Papier auf ein neues Jahreshoch.,ok,BMY,2026-08-07
non precise,mise à jour,Carrefour,852362,Börse Online 33/2026,2026-08-07,57,K AUFEN,"15,67 €","18,00 €","13,00 €",Hoch,,Carrefour concentre son activité sur trois marchés clés et mise sur la digitalisation pour développer le potentiel de l'actue.,"Kann der Vorstand seine Pläne umsetzen, hat die Aktie angesichts moderater Bewertungskennziffern und hoher Dividendenrendite weiter Potenzial.",ok,CA.PA,2026-08-07
non precise,sélection,Central Japan Railway,WKN 908593,Euro 07/2026,2026-07,99,Vier Aktien und ein ETF für Nippon,"18,97 €",,,,,"Sélection Japon de la rédaction (« Anleger sollten die genannten vier Titel auf dem Zettel haben ») : exploite la ligne Tokaido-Shinkansen ; PER 2027 6,8, cours/valeur comptable 0,6.",,ok,9022.T,2026-06-03
non precise,mise à jour,CEWE STIFTUNG,540390,Börse Online 39/2026,2026-09-18,60,K AUFEN,"107,00 €","125,00 €","91,00 €",Hoch,,La refonte stratégique vers le photofinishing et l'acquisition de Kodak Moments ouvrent de nouveaux marchés comme les USA.,"Entscheidend ist aber die Zukunftsperspektive im Zuge der Neuausrichtung, wegen der wir unser Kursziel bestätigen",ok,CWC.DE,2026-09-18
non precise,nouvelle,Colruyt Group NV,A1C7HA,Börse Online 33/2026,2026-08-07,20,K AUFEN Neuempfehlung,"38,92 €","47,00 €","33,30 €",Mittel,,Le modèle d'affaires est robuste avec des dividendes réguliers malgré la concurrence.,Colruyt bietet Anlegern ein vergleichsweise konjunkturobustes Geschäft mit regelmäßigem Lebensmittelauftrag.,à vérifier: citation,COLR.BR,2026-08-07
non precise,sélection,Comet Holding,A2D NSP,Euro 10/2026,2026-10,66,€uro-Favorit,"359,40 €",,,,,Schweizer Nischenspieler in Plasmatechnologie.,"Comet Holding A2D NSP 359,40 ... €uro-Favorit",ok,COTN.SW,2026-09-09
non precise,nouvelle,COPT Defense Properties,913833,Börse Online 27/2026,2026-06-26,52,K AUFEN Neuempfehlung,"29,00 €","35,00 €","24,50 €",Mittel,,L'entreprise agit comme partenaire d'infrastructure stratégique pour l'armée américaine et les services de santé civile. Elle possède des bâtiments sécurisés pour le cloud computing.,"Anstatt klassische Büroflächen für den freien Markt anzubieten, agiert COPT als strategischer Infrastrukturpartner des US-Militärs und der Heimdienste.",ok,CDP,2026-06-26
non precise,confirmée,Cousins Properties,COUS,Börse Online 27/2026,2026-06-26,51,K AUFEN,"24,00 €","30,00 €","20,50 €",Mittel,,L'entreprise se concentre sur des immeubles de classe A dans les métropoles du sud des États-Unis avec une forte demande.,Cousins Properties in € K AUFEN Neuempfehlung Jetzt direkt handeln!,ok,CUZ,2026-06-26
non precise,nouvelle,Crispr Therapeutics,A2AT0Z,Börse Online 39/2026,2026-09-18,25,K AUFEN / Neuempfehlung,"45,88 €","75,50 €","38,00 €",Hoch,,La société est pionnière dans l'édition du génome avec une nouvelle recommandation d'achat. Les résultats des essais cliniques pour Casgevy et Lonvo-z sont prometteurs.,Der Erste und bisher Einzige Crispr Therapeutics gilt als Pionier im Bereich Genom-Editierung.,ok,CRSP,2026-09-18
non precise,mise à jour,CrowdStrike,A2PK2R,Börse Online 39/2026,2026-09-18,57,K AUFEN,"203,40 €","240,00 €","170,00 €",Hoch,,La demande forte pour la cybersécurité face aux risques de l'IA pousse les entreprises à augmenter leurs budgets. Les résultats du deuxième trimestre ont été excellents avec une hausse des revenus et un cashflow record.,"Crowdstrike profitiert davon, dass Unternehmen ihre Sicherheitsbudgets angesichts wachsender KI-Risiken aufstocken.",ok,CRWD,2026-09-18
non precise,sélection,CTS Eventim,DE 000 547030,Capital 07/2026,2026-07,95,Günstige Qualitätsaktien,,,,,,"CTS Eventim est devenu un fournisseur complet. Si l'activité se poursuit, l'action offre des perspectives de plus-value pouvant atteindre jusqu'à 15 %.","Sollte das Geschäft weiterlaufen, bietet die Aktie Perspektiven auf ein Kursplus von bis zu 15 Prozent.",ok,EVD.DE,2026-06-13
non precise,mise à jour,Daimler Truck,DTR0CK,Börse Online 39/2026,2026-09-18,61,K AUFEN,"43,38 €","54,00 €","39,00 €",Hoch,,Le constructeur voit du potentiel de hausse pour l'action grâce à la stratégie hydrogène et au fort business en Amérique du Nord.,Für die Aktie geht es seit dem letzten Herbst klar nach oben. Wir sehen weiteres Kurspotenzial.,ok,DTG.DE,2026-09-18
non precise,dérivé,DAX in Punkten,VY6DUR,Börse Online 39/2026,2026-09-18,71,K AUFEN Neuempfehlung,"4,57 €",,,Sehr hoch,,"Le DAX offre une opportunité d'achat avec un potentiel de gain de 118,8 % sur le long terme.","Nunmehr kommt allerdings dazu, dass beim MACD-Indikator auf Wochenbasis ein Verkaufssignal droht.",ok,,2026-09-18
non precise,dérivé,DAX-Capped-Call,MM7UYL,Börse Online 33/2026,2026-08-07,69,K AUFEN,"4,34 €","26.05.26 3,90 €",23.945 Punkte,Hoch,,Le potentiel de hausse est plafonné par une ligne de tendance supérieure définie par les sommets précédents.,"Kurzfristig ist die Rally wohl intakt, solange ein recht steil aussehender, vor zwei Wochen etablierter Aufwärtstrend behauptet werden kann.",ok,,2026-08-07
non precise,sélection,DBS Group,880 105,Euro 10/2026,2026-10,34,€URO-EMPFEHLUNG,"53,03 €",,,,,DBS est la plus grande banque d'Asie du Sud-Est et profite de son rôle en tant que port sûr financier pour toute l'ASEAN.,"Wer auf Asien als Wachstumsregion setzen will, kommt an DBS kaum vorbei. Das Institut aus Singapur gilt als einer der überzeugendsten Dividendentitel.",ok,D05.SI,2026-09-09
non precise,nouvelle,Deere,,Börse Online 33/2026,2026-08-07,46,K AUFEN Neuempfehlung,"526,00 €","670,00 €","440,00 €",Mittel,,La majorité des analystes considèrent le titre comme intéressant à acheter en raison de sa forte position mondiale et de ses données solides.,Angesichts der starken Marktposition und zuletzt solider Daten stuft die Mehrheit der Analysten das Papier als kaufenswert ein.,à vérifier: identifiant,DE,2026-08-07
non precise,confirmée (depuis 18/2026),Deutsche Bank,514000,Börse Online 33/2026,2026-08-07,55,K AUFEN empf. in 18/2026,"32,45 €","41,00 €","27,00 €",Mittel,,La banque a livré de solides résultats sur tous les fronts avec une revalorisation fondamentale possible.,Die jüngsten Quartalszahlen haben unsere Einschätzung bestätigt,ok,DBK.DE,2026-08-07
non precise,confirmée,Deutsche Börse,581005,Börse Online 33/2026,2026-08-07,22,K AUFEN,"267,70 €","300,00 €","222,00 €",Mittel,,L'entreprise transforme structurellement les turbulences du marché en bénéfices. Elle offre une valeur solide avec un rendement de dividende et combine qualité et croissance.,"Wer nach einem Wert sucht, der Marktturbulenzen strukturell in Erträge ummünzt, findet in der Deutschen Börse einen der seltenen Fälle...",ok,DB1.DE,2026-08-07
non precise,confirmée (depuis 16/2026),Deutsche Börse,581005,Börse Online 39/2026,2026-09-18,8,K AUFEN empf. in 16/2026,"279,90 €","300,00 €","239,70 €",Hoch,,La fusion entre Deutsche Börse et Euronext est stratégiquement pertinente malgré les risques de blocage par l'UE.,Fusionsfantasie ist zurück K AUFEN empf. in 16/2026,ok,DB1.DE,2026-09-18
non precise,sélection,Deutsche BörSE,581 005,Euro 10/2026,2026-10,61,€URO-EMPFEHLUNG,"279,60 €",,,,,La Deutsche Börse offre des revenus stables et un potentiel de croissance structurel. C'est la deuxième composante défensive claire dans notre sélection.,Die Aktie ist neben der Allianz die zweite klar defensive Komponente in unserer Auswahl.,ok,DB1.DE,2026-09-09
non precise,confirmée,Deutsche Telekom,555750,Börse Online 39/2026,2026-09-18,40,K AUFEN,"28,87 €","34,00 €","24,00 €",,,Le titre est recommandé car il se trouve sous sa valeur intrinsèque et fait partie des plus grandes valeurs du DAX.,Wir nehmen die Telekom wieder auf unsere Empfehlungsliste.,ok,DTE.DE,2026-09-18
non precise,sélection,DEUTSCHE TELEKOM,,Euro 10/2026,2026-10,81,€URO-EMPFEHLUNG,"27,94 €",,,,,La division MagentaTV et les offres de divertissement rendent l'entreprise attractive pour les actionnaires grâce à la croissance du segment sport.,Sinn. Die Analysten von Bernstein sehen €URO-EMPFEHLUNG funk wie bei Breitband und Fernsehen.,ok,DTE.DE,2026-09-09
non precise,confirmée,Deutz,,Börse Online 33/2026,2026-08-07,38,K AUFEN,"9,90 €","12,30 €","8,10 €",Mittel,,L'entreprise parie sur l'armement et les moteurs industriels. Les perspectives conjoncturelles sont positives avec une marge Ebitda cible de 4 à 5 %.,"Deutz wagt eine Milliardenwette auf Rüstung, einen Markt, der weiter boomen wird.",ok,DEZ.DE,2026-08-07
non precise,nouvelle,Diebold Nixdorf,A3EQW7,Börse Online 27/2026,2026-06-26,49,K AUFEN Neuempfehlung,"72,70 €","102,00 €","61,80 €",Hoch,,"Le marché des caisses sans guichet croît et l'entreprise combine matériel, logiciel et services. L'intelligence artificielle améliore la détection de fraude.","Der Markt für Selbstbedienungskassen wächst, davon dürfte auch die Aktie profitieren.",ok,DBD,2026-06-26
non precise,dérivé,Discount-Call sur Airbus,MN8S1J,Börse Online 27/2026,2026-06-26,75,K AUFEN Neuempfehlung,"0,62 €",190 Euro,"0,43 €",Hoch,,Le titre d'Airbus offre un potentiel de plus de 68 % avec une sortie au-dessus des résistances clés. Les livraisons devraient reprendre en force dès l'été.,Der ausgewählte Discount-Call auf die Aktie von Airbus bietet die Chance auf über 68 Prozent.,ok,,2026-06-26
non precise,dérivé,Discount-Optionsschein sur Nordex,MN4N8T,Börse Online 27/2026,2026-06-26,55,Neuempfehlung,"3,22 €",,"2,25 €",Mittel,,"Le titre bénéficie d'une phase de faiblesse après une correction du secteur US-Tech, offrant un point d'entrée intéressant pour des rendements potentiels.",Die Schwächephase bei Nordex und Siemens Energy ... bietet Anlegern Einstiegsgelegenheiten,ok,,2026-06-26
non precise,dérivé,Discount-Optionsschein sur Siemens Energy,,Börse Online 27/2026,2026-06-26,55,Neuempfehlung,"5,97 €",,"4,20 €",Mittel,,La dynamique de l'entreprise est soutenue par un boom structurel dans les technologies réseau et une forte demande pour ses turbines.,Starker Newsflow beflügelt. Noch dynamischer gestaltet sich die Lage bei Siemens Energy.,ok,,2026-06-26
non precise,dérivé,Dow Jones,PM3CGY,Börse Online 33/2026,2026-08-07,70,K AUFEN,"5,19 €","5,38 €",46.000 Pkt.,Sehr hoch,,Le magazine recommande cet optionsschein en raison de son potentiel actuel élevé et d'un signal d'achat confirmé par l'analyse technique.,Dabei dürfte die untere 46.000er-Schwelle erst einmal keine Rolle mehr spielen.,ok,,2026-08-07
non precise,sélection,Ecolab,US 278 865100 6,Capital 07/2026,2026-07,96,Günstige Qualitätsaktien,,,,,,Candidat à la reprise avec des revenus récurrents fiables et une marge améliorée après l'acquisition de Coolit.,Für Anleger ein verlässlicher Turnaround-Kandidat.,ok,ECL,2026-06-13
non precise,confirmée (depuis 34/2024),Equinor,675213,Börse Online 39/2026,2026-09-18,47,K AUFEN empf. in 34/2024,"38,99 €","50,00 €","33,00 €",Hoch,,Actif norvégien sécurisé géographiquement et sous-évalué dans un contexte de crise énergétique.,"Die Kombination aus niedriger Bewertung, operativer Spotmarkt-Ausrichtung und bilanzieller Stärke macht den Titel zu einem Value-Wert mit großer Dynamik.",ok,EQNR.OL,2026-09-18
non precise,mise à jour,Essilor (später EssilorLuxottica),,Börse Online 27/2026,2026-06-26,67,K AUFEN,"372,30 €","460,00 €","327,00 €",Mittel,,L'Oréal et Essilor sont des leaders mondiaux avec une croissance solide malgré les défis géopolitiques.,Alle vier liegen heute deutlich im Plus. Vorneweg L’Oréal mit rund 155 Prozent inklusive Dividenden — knapp zehn Prozent pro Jahr.,ok,EL.PA,2026-06-26
non precise,confirmée,Euronext,A115MJ,Börse Online 33/2026,2026-08-07,23,K AUFEN,160 €,"175,00 €","119,00 €",Mittel,,L'entreprise génère des revenus stables avec une faible corrélation aux indices boursiers. La croissance organique et la rétention client élevée assurent un profil défensif intéressant pour le portefeuille.,"Der Kurs zeigt, dass der Markt die Disruptionssorge inzwischen differenzierter bewertet.",ok,ENX.PA,2026-08-07
non precise,sélection,Euwax Gold II,DE000EWG2LD7,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,ETC sur le prix de l'or pour se protéger contre l'inflation et diversifier les actifs du portefeuille.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,nouvelle,FactSet Research Systems,901629,Börse Online 33/2026,2026-08-07,23,K AUFEN / Neuempfehlung,"233,50 €","290,00 €","199,00 €",Hoch,,Le modèle économique basé sur les abonnements assure des revenus récurrents et une faible dépendance au cycle boursier. La marge de flux libre élevée confirme la qualité défensive.,Factset verbindet damit eine geringe Indexabhängigkeit und planbare Erträge.,ok,FDS,2026-08-07
non precise,sélection,Fastenal,,Euro 10/2026,2026-10,35,€URO-EMPFEHLUNG,"42,71 €",,,,,Le consortium américain domine une niche avec des distributeurs automatiques et offre une marge opérationnelle stable supérieure à 20 %.,"Fastenal ist groß in einer Nische, die kaum jemand auf dem Radar hat",ok,FAST,2026-09-09
non precise,sélection,First Solar,A0L EKM,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"172,00 €",,,,,Investissement dans l'équipement solaire.,Solarausrüstung,ok,FSLR,2026-09-09
non precise,dérivé,FMC Discount Call,,Börse Online 27/2026,2026-06-26,110,Neuempfehlung,"2,39 €","5,00 €","1,60 €",Hoch,,"Ce produit offre une chance de gain supérieure à 100 % si l'action atteint au moins 45 €, avec un risque élevé.","Er bietet die Chance auf über 100 Prozent Gewinn, wenn die Aktie am Ende bei mindestens 45 Euro notiert.",ok,,2026-06-26
non precise,nouvelle,Fresenius Medical Care,,Börse Online 27/2026,2026-06-26,110,Neuempfehlung,"41,40 €","52,00 €","34,50 €",Mittel,,La technique chartiste indique un changement de tendance durable à la hausse avec une opportunité d'achat au-dessus du support clé.,Ausbruch mit Folgen. Der mittelfristige MACD-Indikator weist nach oben und deutet damit auf ein anhaltendes Aufwärtsmomentum hin.,ok,FME.DE,2026-06-26
non precise,sélection,FRESENIUS MEDICAL CARE,,Euro 07/2026,2026-07,80,KAUFEN,"36,35 €","52,00 €",,,,Le rachat d'actions combiné à une augmentation régulière des dividendes crée un effet de levier favorable pour les investisseurs à long terme.,Damit entsteht eine Aktienrückkauf-Traumkombination: Ein steigender Gewinn verteilt sich auf eine geringere Zahl an Aktien.,ok,FME.DE,2026-06-03
non precise,sélection,Friedrich Vorwerk Group,A25 5F1,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"69,70 €",,,,,Investissement dans les infrastructures LNG et hydrogène.,LNG- und Wasserstoff-Infrastruktur,ok,VH2.DE,2026-09-09
non precise,sélection,Frontline,,Euro 10/2026,2026-10,35,€URO-EMPFEHLUNG,"39,64 €",,,,,L'une des plus grandes armateurs de pétrole au monde avec une flotte jeune et un cash-flow fort malgré les tensions géopolitiques.,Eine der weltgrößten börsennotierten Rohöltanker-Reedereien,ok,FRO,2026-09-09
non precise,confirmée,Fuchs,A3E5D5,Börse Online 27/2026,2026-06-26,19,K AUFEN,"32,25 €","42,00 €","27,50 €",Mittel,,Fuchs augmente sa dividende pour la 24e année consécutive et vise le statut d'aristocrate des dividendes en 2027. Le potentiel de croissance organique dans les secteurs électriques et industriels offre une marge prometteuse.,"Im Jahr 2027 streben wir an, zum Dividenden-Aristokraten aufzusteigen",ok,FPE3.DE,2026-06-26
non precise,nouvelle,GEA Group,,Börse Online 27/2026,2026-06-26,35,K AUFEN Neuempfehlung,"58,05 €","71,00 €","50,00 €",Hoch,,Le marché laitier mondial repart à la hausse et le cours actuel n'est pas un prix d'achat. La liquidité nette croissante offre des options stratégiques.,"Bei einem Kurs von 60 Euro handelt GEA auf Basis für 2027 mit einem EV/Ebitda-Multiple von 8,7.",ok,G1A.DE,2026-06-26
non precise,confirmée,Gerresheimer,A0LD6E,Börse Online 39/2026,2026-09-18,9,Empfehlung,"27,62 €","46,00 €","22,20 €",,,La société fait l'objet d'une recommandation spéculative de BÖRSE ONLINE.,Die Aktie ist eine laufende spekulative BÖRSE-ONLINE-Empfehlung.,ok,GXI.DE,2026-09-18
non precise,nouvelle,Gilead Sciences,885823,Börse Online 39/2026,2026-09-18,28,K AUFEN / Neuempfehlung,"125,88 €","150,00 €","112,00 €",Mittel,,"La société dispose de deux thérapies CAR-T approuvées générant un chiffre d'affaires annuel combiné de 1,9 milliard de dollars et développe une nouvelle approche pour le myélome multiple.",Gilead Sciences in € K AUFEN Z Neuempfehlung Jetzt direkt handeln!,ok,GILD,2026-09-18
